body_type,sex,diet,how_often_shower,heating_energy_source,transport,vehicle_type,social_activity,monthly_grocery_bill,air_travel_frequency,vehicle_monthly_distance_km,waste_bag_size,waste_bag_weekly_count,tv_pc_daily_hours,new_clothes_monthly,internet_daily_hours,energy_efficiency,recycling,cooking_with,carbon_emission,transport_co2,food_co2,energy_co2,waste_co2,other_co2
underweight,male,vegetarian,daily,wood,public,,often,229,frequently,983,medium,4,24,43,14,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",2347,267.754,171.500498,203.79362199999997,117.94799999999996,1586.0038800000002
overweight,female,omnivore,more frequently,wood,private,lpg,sometimes,52,very frequently,8017,medium,7,20,13,21,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",4300,2973.907727,143.780624,334.349037,229.113,618.8496120000004
obese,female,vegan,daily,electricity,walk/bicycle,,often,218,rarely,89,large,4,23,47,6,Yes,"['Paper', 'Plastic', 'Glass']",['Oven'],1663,-336.11699999999996,133.76811599999996,-126.40969999999996,112.51799999999999,1879.240584
obese,female,omnivore,more frequently,coal,private,lpg,often,235,frequently,5322,small,7,5,49,4,Yes,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']",4247,1572.3281819999997,310.99907,314.62503799999996,166.84100000000007,1882.2067100000004
obese,female,vegetarian,daily,wood,public,,sometimes,55,very frequently,1682,medium,6,6,13,17,No,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2734,1040.344,12.50591,256.13524499999994,289.146,1135.868845
overweight,male,vegetarian,more frequently,wood,walk/bicycle,,never,221,frequently,56,small,6,8,45,0,No,"['Plastic', 'Glass']",['Oven'],2385,115.03399999999999,164.19040199999998,130.70244799999998,167.207,1807.86615
obese,male,pescatarian,more frequently,wood,private,hybrid,often,258,very frequently,3071,extra large,3,17,19,17,Sometimes,['Metal'],['Oven'],4209,1270.150579,242.668596,238.50361099999998,299.616,2158.061214
underweight,male,vegan,daily,electricity,private,petrol,never,87,very frequently,5908,small,6,20,34,6,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",4046,2951.0673079999997,14.065293999999994,-65.83661799999997,24.751999999999967,1121.9520160000002
normal,male,vegetarian,twice a day,electricity,public,,sometimes,268,frequently,652,small,7,0,4,8,No,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",1639,215.125,207.137216,-43.11798399999998,249.81400000000008,1010.0417679999999
overweight,female,omnivore,daily,wood,walk/bicycle,,never,233,never,16,large,5,21,9,6,No,"['Glass', 'Metal']",['Microwave'],1281,-534.15,309.171546,137.198688,260.40599999999995,1108.3737660000002
underweight,male,pescatarian,daily,natural gas,walk/bicycle,,sometimes,112,very frequently,72,medium,1,2,42,0,Yes,[],"['Stove', 'Oven']",2571,779.027,109.259344,32.629612,12.766999999999996,1637.317044
normal,female,pescatarian,more frequently,electricity,walk/bicycle,,never,58,never,7,small,4,2,31,0,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",545,-535.5809999999999,59.916196,-162.19438799999998,-193.96,1376.819192
overweight,female,vegan,more frequently,wood,walk/bicycle,,never,102,never,20,large,2,8,42,15,No,"['Glass', 'Metal']",[],1287,-533.514,27.771723999999992,193.629103,12.58499999999998,1586.5281730000002
normal,female,vegan,daily,wood,public,,never,263,rarely,40,small,3,12,25,21,No,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1249,-338.58099999999996,174.887406,324.824589,-74.63,1162.499005
obese,female,vegetarian,daily,wood,walk/bicycle,,often,174,never,64,small,2,2,1,22,Yes,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",965,-526.5179999999999,121.24358799999999,196.48090599999995,-103.73899999999999,1277.532506
obese,female,vegetarian,daily,wood,private,electric,sometimes,102,rarely,250,small,3,20,44,3,Sometimes,['Plastic'],[],1634,-345.46075,55.452723999999996,68.07125099999999,2.544000000000011,1853.392775
overweight,male,vegan,twice a day,coal,public,,never,120,very frequently,1230,extra large,3,6,39,4,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",3297,968.4760000000001,44.21943999999999,374.856344,151.17700000000002,1758.271216
normal,male,vegetarian,more frequently,coal,walk/bicycle,,sometimes,289,rarely,8,extra large,2,7,11,19,Sometimes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",1490,-348.996,226.326218,414.48630499999996,15.071999999999946,1183.1114770000001
overweight,female,vegan,less frequently,coal,public,,sometimes,204,frequently,1264,large,7,8,13,24,No,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",2480,312.433,120.97544799999999,488.267496,443.49699999999996,1114.827056
obese,male,vegetarian,more frequently,electricity,walk/bicycle,,sometimes,52,very frequently,65,extra large,7,0,18,13,No,['Glass'],[],3359,777.9140000000001,9.764623999999998,-75.04609899999998,683.542,1962.8254749999999
overweight,male,vegetarian,daily,natural gas,private,diesel,never,225,frequently,1606,small,5,24,36,20,No,['Glass'],"['Oven', 'Microwave']",2958,505.040696,167.84545,280.321884,144.082,1860.7099699999999
underweight,male,omnivore,twice a day,natural gas,private,electric,often,154,frequently,3721,extra large,7,4,38,14,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",2900,113.64810100000003,236.984348,160.118502,487.40400000000005,1901.8450489999998
normal,male,vegetarian,daily,wood,private,diesel,sometimes,130,very frequently,164,medium,3,6,45,15,Yes,"['Glass', 'Metal']","['Stove', 'Oven']",2779,812.4556240000001,81.03806,157.05049100000002,-41.83300000000001,1770.288825
normal,male,omnivore,twice a day,electricity,private,lpg,sometimes,94,never,3662,large,5,1,43,11,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",2516,473.61672199999987,182.158628,-16.59054699999998,284.08199999999994,1592.7331970000002
normal,female,vegetarian,less frequently,coal,walk/bicycle,,sometimes,108,very frequently,91,small,1,15,23,3,No,['Glass'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2251,782.0480000000001,60.935296,381.27572100000003,-186.346,1213.086983
normal,female,pescatarian,more frequently,coal,walk/bicycle,,never,97,very frequently,20,large,1,5,38,5,Sometimes,"['Paper', 'Metal']","['Stove', 'Microwave']",2130,770.759,95.552914,312.614415,-129.31900000000002,1080.392671
underweight,female,pescatarian,less frequently,wood,walk/bicycle,,sometimes,163,frequently,89,large,3,5,27,24,No,"['Glass', 'Metal']","['Stove', 'Oven']",1671,120.28099999999999,155.861206,276.64857800000004,95.19199999999995,1023.017216
overweight,male,vegetarian,twice a day,wood,public,,sometimes,175,very frequently,1382,extra large,7,0,38,8,Yes,['Plastic'],"['Stove', 'Oven', 'Microwave']",3927,992.644,122.15734999999998,127.362016,707.2180000000001,1977.618634
overweight,male,vegan,more frequently,electricity,private,electric,often,211,very frequently,9663,small,2,16,17,12,Yes,['Metal'],"['Stove', 'Grill', 'Airfryer']",2408,779.7378030000001,127.37178199999998,-51.88758,-157.237,1710.014995
underweight,female,vegetarian,twice a day,natural gas,walk/bicycle,,sometimes,158,rarely,76,extra large,7,18,13,12,Sometimes,['Plastic'],"['Stove', 'Microwave']",1723,-338.18399999999997,106.62339599999999,179.866032,707.2180000000001,1067.476572
overweight,male,vegan,more frequently,natural gas,public,,often,211,rarely,1296,medium,4,12,18,18,No,"['Glass', 'Metal']","['Stove', 'Oven']",1785,-138.87699999999998,127.37178199999998,286.434458,40.773999999999944,1469.2967600000002
overweight,female,vegan,more frequently,natural gas,walk/bicycle,,never,152,very frequently,16,medium,6,5,9,12,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2044,770.123,73.45982399999998,200.34105399999999,4.050999999999988,996.025122
normal,female,omnivore,twice a day,wood,walk/bicycle,,never,148,never,92,extra large,4,3,38,20,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1335,-522.0659999999999,231.501776,259.649458,97.12799999999999,1268.786766
obese,male,pescatarian,daily,natural gas,public,,sometimes,134,rarely,1438,medium,7,8,49,20,No,"['Paper', 'Plastic']",['Oven'],2562,-116.29899999999998,129.362108,231.31098799999998,306.472,2011.153904
obese,female,vegetarian,daily,coal,walk/bicycle,,never,105,very frequently,21,large,6,21,43,14,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3413,770.9180000000001,58.19401,432.920704,283.531,1867.4362859999999
overweight,male,omnivore,daily,electricity,private,petrol,sometimes,169,frequently,1798,large,1,13,35,9,No,"['Paper', 'Plastic']","['Stove', 'Microwave']",2722,773.846198,250.69077799999997,-70.23262899999997,-52.14500000000001,1819.8406530000002
underweight,male,pescatarian,daily,coal,walk/bicycle,,often,177,never,94,small,3,9,49,12,Yes,['Glass'],['Stove'],1762,-521.7479999999999,168.653874,295.925278,-21.13199999999999,1840.3008479999999
normal,male,pescatarian,more frequently,electricity,public,,sometimes,158,frequently,1415,small,7,11,34,17,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1906,336.442,151.292396,21.987775000000006,113.15800000000007,1283.119829
obese,male,vegetarian,less frequently,natural gas,walk/bicycle,,often,246,frequently,65,medium,4,7,45,10,Yes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",2501,116.465,187.034452,70.168912,-78.00500000000005,2205.336636
obese,male,pescatarian,twice a day,electricity,private,hybrid,often,146,rarely,736,medium,3,20,49,21,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2125,-226.31433600000003,140.327252,54.73803700000002,-101.31500000000001,2257.564047
underweight,female,pescatarian,more frequently,electricity,private,petrol,sometimes,191,rarely,7763,extra large,6,24,6,7,No,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",3733,2517.346163,181.446542,27.637983000000027,547.4369999999999,459.13231199999973
normal,male,omnivore,less frequently,electricity,private,lpg,never,191,rarely,6079,small,5,18,43,18,Yes,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3219,1323.8258489999998,270.793542,-19.18570599999996,31.101999999999975,1612.4643150000002
obese,female,pescatarian,more frequently,electricity,public,,never,243,very frequently,874,extra large,1,10,36,16,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave']",2744,911.8720000000001,228.962166,-10.460907999999984,128.418,1485.2087419999998
underweight,male,pescatarian,twice a day,natural gas,private,petrol,never,108,frequently,5595,large,7,12,9,0,Yes,"['Paper', 'Glass', 'Metal']",['Oven'],3706,2174.183595,105.604296,55.88467200000001,283.1649999999999,1087.162437
overweight,female,vegetarian,twice a day,wood,private,electric,sometimes,260,rarely,3572,small,4,4,49,14,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",1503,-342.866268,199.82711999999998,167.960502,-134.663,1612.741646
underweight,male,pescatarian,more frequently,wood,public,,never,127,frequently,185,large,2,4,38,6,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1862,140.87199999999999,122.965774,171.77948599999996,36.260999999999996,1390.12174
overweight,female,vegetarian,daily,coal,walk/bicycle,,never,260,never,99,extra large,4,19,46,6,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1785,-520.953,199.82711999999998,421.701076,97.12799999999999,1587.296804
overweight,male,vegan,daily,wood,public,,sometimes,255,frequently,1941,medium,4,20,20,23,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']",2091,420.076,167.57731,246.338791,-101.68100000000005,1358.688899
obese,female,omnivore,more frequently,coal,walk/bicycle,,never,247,never,82,medium,7,16,37,16,Sometimes,"['Paper', 'Glass']",['Oven'],2110,-523.656,321.96421399999997,425.852928,282.79599999999994,1603.042858
overweight,female,vegetarian,daily,wood,private,diesel,never,238,very frequently,5086,small,2,21,29,3,No,"['Paper', 'Plastic', 'Metal']",['Stove'],3463,2020.8853760000002,179.724356,131.289557,-359.174,1490.2747109999996
underweight,male,omnivore,twice a day,wood,public,,sometimes,268,never,739,small,3,14,16,4,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],957,-413.866,341.153216,97.080792,-359.725,1292.356992
obese,male,vegan,twice a day,electricity,private,diesel,sometimes,73,frequently,5447,medium,7,24,25,10,Sometimes,['Plastic'],['Stove'],4058,1448.067652,1.2726259999999883,-57.128885999999966,448.927,2216.861608
underweight,female,omnivore,more frequently,electricity,private,petrol,never,289,never,9462,large,4,18,37,0,Sometimes,['Plastic'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4302,2957.513062,360.342218,-46.34849199999998,338.131,692.3622120000005
overweight,female,vegan,more frequently,coal,walk/bicycle,,never,182,never,12,extra large,7,13,29,2,Sometimes,"['Glass', 'Metal']","['Grill', 'Airfryer']",1898,-534.786,100.87268399999998,307.941732,546.886,1477.085584
normal,female,vegan,daily,coal,public,,often,255,very frequently,542,small,3,7,47,22,Sometimes,"['Paper', 'Glass']",['Stove'],2672,859.0840000000001,167.57731,394.39043599999997,-163.587,1414.5352540000001
underweight,male,vegetarian,twice a day,electricity,walk/bicycle,,often,96,never,3,medium,5,20,21,1,Yes,"['Paper', 'Plastic']",[],874,-536.217,49.97015199999999,-188.66150299999995,141.25799999999992,1407.650351
overweight,female,pescatarian,more frequently,coal,walk/bicycle,,often,268,never,39,large,1,9,2,16,Sometimes,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",1005,-530.4929999999999,251.806216,397.96978599999994,-212.47700000000003,1098.193998
obese,male,pescatarian,more frequently,wood,private,petrol,never,293,rarely,3251,small,1,3,35,6,Sometimes,"['Paper', 'Glass']","['Microwave', 'Grill', 'Airfryer']",2991,853.316051,274.650266,125.41217999999999,-328.801,2066.422503
obese,female,vegetarian,twice a day,coal,private,hybrid,sometimes,184,never,3206,extra large,7,1,21,11,Yes,"['Paper', 'Glass']","['Grill', 'Airfryer']",2693,-12.232305999999994,130.381208,301.40045299999997,541.087,1732.363645
obese,female,vegetarian,more frequently,natural gas,private,diesel,often,154,very frequently,4619,large,5,11,12,20,Sometimes,"['Paper', 'Plastic']",['Oven'],3998,1906.2294040000002,102.96834799999999,237.46490599999998,278.283,1473.054342
overweight,female,vegan,twice a day,wood,private,hybrid,often,141,rarely,9077,large,6,17,2,21,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2778,1126.170473,63.408441999999994,290.612119,141.07599999999996,1156.732966
overweight,female,pescatarian,daily,electricity,private,petrol,sometimes,185,never,2015,small,5,21,34,21,Sometimes,['Glass'],"['Stove', 'Grill', 'Airfryer']",1985,211.05201499999998,175.96397,22.414343000000017,144.082,1431.487672
normal,male,vegetarian,more frequently,natural gas,private,petrol,often,247,never,7587,medium,4,14,3,16,Yes,"['Paper', 'Glass', 'Metal']",['Microwave'],3796,2266.011187,187.94821399999998,150.393316,-101.68100000000005,1293.3282829999998
obese,male,pescatarian,twice a day,wood,walk/bicycle,,often,255,very frequently,96,extra large,7,19,15,18,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",3927,782.8430000000001,239.92731,286.36760000000004,344.949,2272.91309
overweight,male,vegan,less frequently,electricity,walk/bicycle,,often,210,rarely,50,small,5,13,46,11,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],1365,-342.318,126.45801999999999,-142.72687499999995,-194.51100000000002,1918.097855
normal,female,vegetarian,less frequently,electricity,walk/bicycle,,often,199,frequently,96,extra large,3,9,10,1,No,['Paper'],"['Grill', 'Airfryer']",1401,121.39399999999999,144.087638,-149.00586899999996,293.817,990.707231
overweight,female,vegetarian,twice a day,natural gas,walk/bicycle,,never,230,frequently,18,extra large,7,7,11,15,No,[],"['Stove', 'Oven', 'Microwave']",2678,108.99199999999999,172.41425999999998,253.634797,766.7,1376.258943
obese,male,vegan,daily,electricity,private,lpg,never,131,very frequently,1205,small,2,19,46,5,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3188,1103.121355,54.270821999999995,-42.33530100000003,-216.719,2289.6621240000004
overweight,female,pescatarian,daily,coal,public,,never,247,rarely,1694,large,6,20,14,13,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",1703,-75.59499999999997,232.617214,337.19302099999993,141.07599999999996,1067.708765
obese,male,pescatarian,daily,wood,private,diesel,often,262,very frequently,5847,large,6,16,5,1,Sometimes,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",4928,2207.7230520000003,246.323644,102.785273,337.21399999999994,2033.9540309999998
obese,male,vegetarian,daily,natural gas,private,electric,never,122,rarely,4277,extra large,7,8,49,3,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2997,-342.315663,73.72796399999999,67.84557900000001,624.0600000000001,2573.68212
overweight,male,pescatarian,more frequently,natural gas,public,,never,162,rarely,1498,large,4,15,13,19,No,"['Plastic', 'Glass', 'Metal']",[],1608,-106.75899999999996,154.947444,231.28275299999999,118.31699999999995,1210.2118030000001
normal,female,omnivore,more frequently,wood,walk/bicycle,,never,274,frequently,1,large,2,5,18,1,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven']",1545,106.289,346.635788,120.99590699999999,-52.69600000000001,1023.775305
normal,male,vegan,twice a day,wood,public,,never,235,very frequently,1692,medium,3,24,13,2,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",2516,1041.9340000000002,149.30207000000001,210.141098,35.340999999999994,1079.281832
overweight,male,vegetarian,more frequently,coal,walk/bicycle,,often,123,never,86,small,3,9,41,13,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1900,-523.02,74.641726,456.315655,-134.112,2026.174619
normal,male,omnivore,daily,wood,public,,sometimes,209,rarely,1468,medium,5,19,33,13,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2064,-111.52899999999997,287.241258,249.65971499999995,147.05699999999996,1491.571027
overweight,female,vegan,less frequently,coal,public,,sometimes,109,never,1680,extra large,1,6,44,23,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",1321,-264.24699999999996,34.16805799999999,386.14450700000003,-150.69300000000004,1315.6274349999999
obese,female,omnivore,more frequently,electricity,public,,often,199,frequently,1867,medium,2,2,26,3,Yes,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2078,408.31,278.103638,-139.845257,12.215999999999994,1519.215619
obese,female,pescatarian,twice a day,coal,walk/bicycle,,sometimes,288,never,12,medium,6,0,49,12,Yes,['Glass'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2183,-534.786,270.081456,360.193524,342.644,1744.86702
obese,female,vegetarian,less frequently,natural gas,walk/bicycle,,often,165,very frequently,18,large,3,14,38,11,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2884,770.441,113.01972999999998,162.149431,-47.26300000000005,1885.6528389999999
overweight,male,vegetarian,more frequently,wood,walk/bicycle,,never,296,never,35,large,7,2,12,17,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1745,-531.1289999999999,232.72255199999998,270.91302099999996,366.138,1406.355427
overweight,male,pescatarian,less frequently,electricity,walk/bicycle,,sometimes,94,rarely,10,large,7,1,35,18,Yes,"['Paper', 'Plastic', 'Metal']",[],1730,-348.678,92.811628,-147.61790799999994,306.84099999999995,1826.64328
obese,female,omnivore,daily,electricity,private,electric,never,160,frequently,2820,small,4,20,16,8,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",1650,112.94442000000002,242.46692000000002,-16.419863999999983,1.9930000000000092,1309.015524
overweight,female,vegetarian,more frequently,electricity,private,hybrid,often,199,rarely,1881,medium,7,13,17,16,Sometimes,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']",1659,-40.65373100000005,144.087638,1.4030100000000232,306.472,1247.6910830000002
normal,female,pescatarian,more frequently,wood,walk/bicycle,,often,187,rarely,80,extra large,4,11,31,20,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",1964,-337.54799999999994,177.791494,271.904906,518.879,1332.9726
obese,female,vegan,less frequently,coal,private,hybrid,sometimes,100,frequently,8575,small,1,19,32,13,No,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",3373,1501.1696749999999,25.944199999999995,436.61071499999997,-323.002,1732.2774100000001
overweight,female,vegetarian,more frequently,coal,walk/bicycle,,never,128,frequently,74,medium,4,6,44,13,Yes,['Metal'],[],2158,117.896,79.21053599999999,304.179737,123.93199999999996,1532.781727
overweight,male,pescatarian,daily,wood,walk/bicycle,,never,90,rarely,4,medium,7,6,5,16,Sometimes,"['Plastic', 'Glass']",['Oven'],1492,-349.63199999999995,89.15658,170.630868,365.769,1216.0755519999998
underweight,female,vegetarian,more frequently,wood,walk/bicycle,,sometimes,159,never,98,medium,7,0,34,19,Yes,[],"['Grill', 'Airfryer']",1443,-521.112,107.53715799999998,168.50816299999997,508.409,1179.657679
underweight,female,vegan,less frequently,electricity,public,,often,52,very frequently,704,large,6,5,36,1,No,['Paper'],"['Grill', 'Airfryer']",2360,884.8420000000001,-17.916376000000007,-158.719093,420.37199999999996,1231.421469
obese,male,vegan,daily,wood,public,,never,267,frequently,558,medium,2,20,44,15,No,['Glass'],"['Grill', 'Airfryer']",2531,200.179,178.54245399999996,221.785775,12.215999999999994,1918.2767709999998
normal,male,pescatarian,twice a day,electricity,private,hybrid,never,210,frequently,768,large,7,8,45,3,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",2605,235.27243199999998,198.80802,-68.859421,502.794,1736.984969
underweight,male,omnivore,twice a day,wood,walk/bicycle,,sometimes,111,very frequently,79,large,7,6,36,10,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",3192,780.1400000000001,197.69258200000002,211.154606,449.296,1553.716812
normal,female,vegetarian,less frequently,wood,walk/bicycle,,never,93,rarely,38,large,2,4,32,14,No,"['Paper', 'Plastic', 'Glass']",[],1116,-344.226,47.228866000000004,133.415502,-52.69600000000001,1332.277632
overweight,female,vegetarian,less frequently,coal,public,,never,248,frequently,1495,medium,6,12,21,8,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1944,349.16200000000003,188.861976,330.50568799999996,63.53299999999996,1011.937336
overweight,female,vegan,daily,natural gas,walk/bicycle,,never,72,very frequently,98,small,3,20,22,3,Sometimes,['Paper'],['Microwave'],2119,783.1610000000001,0.35886399999999696,70.38725099999999,-80.429,1345.5218849999999
overweight,female,vegetarian,more frequently,wood,public,,often,53,never,444,large,1,0,19,9,No,"['Paper', 'Metal']",['Microwave'],897,-460.77099999999996,10.678386000000003,141.61439299999998,-129.31900000000002,1334.797221
overweight,female,omnivore,more frequently,coal,private,hybrid,sometimes,189,frequently,317,medium,7,12,10,5,Sometimes,['Metal'],['Stove'],2191,162.143233,268.966018,319.454557,371.753,1068.683192
underweight,female,pescatarian,daily,coal,private,electric,sometimes,59,frequently,6204,medium,6,4,0,3,No,"['Paper', 'Metal']",['Microwave'],1358,115.58732400000002,60.829958,271.44635500000004,146.69099999999997,763.445363
obese,male,omnivore,less frequently,electricity,private,diesel,never,118,rarely,5175,medium,6,3,42,18,Yes,[],"['Oven', 'Grill', 'Airfryer']",3538,924.8893,204.08891599999998,-65.76829599999996,425.802,2048.98808
underweight,female,omnivore,daily,natural gas,walk/bicycle,,never,291,frequently,82,small,3,20,11,0,Sometimes,['Metal'],"['Oven', 'Microwave']",1413,119.16799999999999,362.169742,92.95312,-74.63,913.339138
underweight,male,vegetarian,daily,wood,public,,sometimes,151,very frequently,238,extra large,6,1,25,1,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],2310,810.748,100.22706199999999,1.2286830000000002,262.3419999999999,1135.454255
overweight,male,vegan,daily,wood,private,hybrid,often,228,rarely,6239,medium,6,18,29,18,No,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",2951,665.9916109999999,142.905736,282.241294,87.20899999999997,1772.6523590000002
underweight,female,omnivore,daily,electricity,walk/bicycle,,never,57,never,70,medium,7,6,14,5,Yes,['Plastic'],"['Stove', 'Oven', 'Microwave']",842,-525.564,148.349434,-139.035279,448.927,909.322845
normal,female,vegan,twice a day,coal,private,hybrid,often,181,rarely,9914,large,3,0,23,2,Sometimes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2983,1261.8891859999999,99.95892199999999,302.710754,255.52399999999997,1062.9171380000003
normal,male,vegan,less frequently,natural gas,public,,never,210,frequently,515,large,1,16,24,24,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",1857,193.34199999999998,126.45801999999999,305.6759440000001,-46.346000000000004,1277.870036
obese,female,vegan,daily,natural gas,public,,sometimes,261,never,1405,extra large,4,6,22,2,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1453,-307.972,173.05988200000002,87.94259000000001,180.286,1319.683528
underweight,female,vegetarian,twice a day,electricity,walk/bicycle,,sometimes,275,never,28,large,3,22,28,7,Sometimes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1090,-532.242,213.53355,3.792371000000024,172.55099999999996,1232.365079
overweight,male,vegan,daily,natural gas,public,,sometimes,281,frequently,237,medium,6,7,4,5,No,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",1765,149.14,191.33512199999996,111.132027,140.707,1172.6858510000002
normal,male,vegan,twice a day,electricity,walk/bicycle,,never,171,never,68,small,3,15,0,18,No,['Plastic'],['Stove'],620,-525.882,90.82130199999999,13.179376000000033,2.544000000000011,1039.3373219999999
normal,male,omnivore,twice a day,electricity,walk/bicycle,,never,77,never,59,large,4,1,8,8,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",798,-527.313,166.624674,-73.13167799999998,118.50199999999998,1113.318004
obese,female,omnivore,less frequently,natural gas,walk/bicycle,,sometimes,237,never,45,small,7,24,6,18,No,"['Paper', 'Metal']",[],1195,-529.539,312.826594,202.63713,113.34300000000005,1095.732276
overweight,female,pescatarian,twice a day,electricity,private,petrol,often,65,very frequently,7864,small,4,18,19,2,Yes,['Metal'],"['Grill', 'Airfryer']",5032,3672.442064,66.31253,-153.339738,7.977000000000004,1438.6081440000003
obese,male,vegan,more frequently,coal,public,,never,221,rarely,1641,small,6,17,39,1,Yes,"['Paper', 'Plastic', 'Metal']",['Stove'],1836,-84.02199999999999,136.50940199999997,271.020579,-28.746000000000038,1541.2380190000001
obese,male,pescatarian,less frequently,natural gas,public,,sometimes,136,never,1431,large,3,19,37,19,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",1858,-303.83799999999997,131.189632,251.71697699999996,-47.26300000000005,1826.194391
obese,male,vegan,more frequently,wood,private,hybrid,often,127,never,9991,medium,3,22,32,0,No,"['Glass', 'Metal']","['Oven', 'Microwave']",3402,1087.9486589999997,50.61577399999999,174.85673199999997,-41.83300000000001,2130.411835000001
normal,female,omnivore,twice a day,coal,private,lpg,sometimes,51,never,1504,small,6,6,1,22,Yes,['Glass'],['Microwave'],1329,-119.03697600000004,142.866862,369.01413,226.68899999999996,709.466984
